 ,sa_score,logp,qed,heavy_atom_count,molecular_weight,h_bond_donors,h_bond_acceptors,lipinski_violations,pass_lipinski,ring_3_count,ring_3_prob,ring_4_count,ring_4_prob,ring_5_count,ring_5_prob,ring_6_count,ring_6_prob,ring_7_count,ring_7_prob,ring_8_count,ring_8_prob,ring_9_count,ring_9_prob,ring_10_count,ring_10_prob,ring_11_count,ring_11_prob,total_rings,error
CCOC1=C(O)C=C2CNC(=C3C=CNC(=C3F)Cl)[C@@H]2C=C1,4.745951738,3.2565,0.683098008,22,322.0884337,3,4,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
Cc1ccccc1C1=CCC(=C2C=NC(=O)C=C2)C=C1,3.182593514,3.80212,0.755657886,20,261.1153641,0,1,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
c12c(cncc1)[nH][nH]c2=Nc1ccccc1,2.976568668,2.1234,0.634703591,16,210.0905463,2,2,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c1cc(ccc1OCCC)CCN,1.553780706,1.9766,0.749729593,13,179.1310142,1,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C12=NNc3nc4ccccc4cc3[C@@H]1CCN2,3.544392277,2.0507,0.719698289,17,224.1061964,2,4,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
C12=Nc3[nH]c(=O)c4C5=C(N=CNC=C5)Cc4c3CN1Cc1nccc(O)c1O2,4.429050321,1.2836,0.639954123,28,374.1127383,3,8,0,TRUE,0,0,0,0,1,0.166666667,4,0.666666667,1,0.166666667,0,0,0,0,0,0,0,0,6,
C[C@@H]1OC2=C(C3=CC=C4C(=C([C@H]5C=CC=CC=C45)CC)[C@@H]3C2)N1C,5.174547976,4.7811,0.689806349,24,317.1779644,0,2,0,TRUE,0,0,0,0,3,0.6,1,0.2,1,0.2,0,0,0,0,0,0,0,0,5,
C12=C3N(C4=C(CC=CC4)CC3=NC(=C3NN=C(C(=N3)Cl)C)N2)CC1,4.443683573,2.6987,0.666334331,24,340.1203222,2,6,0,TRUE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
c1c(cnc2C=NC(=N)Cc12)[C@@H]1N[C@@H]2c3ccccc3OCC(=C[C@]2(O)C1)[C@H]1CC[C@H](CNC(C)(C)C)C1,5.16893057,4.66387,0.445409662,38,513.3103755,4,6,1,TRUE,0,0,0,0,2,0.333333333,3,0.5,0,0,1,0.166666667,0,0,0,0,0,0,6,
C1[C@H](c2ccc3cccc(F)c3c2N1)c1ccc2-c3c(Cc2n1)cccc3,3.27747461,5.5025,0.430645765,27,352.1375768,1,2,1,TRUE,0,0,0,0,2,0.333333333,4,0.666666667,0,0,0,0,0,0,0,0,0,0,6,
[C@@H]12[C@H](N=C3CC=CC=C3C=C1)C(=O)NCC1=CC(=C[C@@H](C1=C2)C)O,5.115276404,2.9425,0.720692481,24,320.1524779,2,3,0,TRUE,0,0,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,4,
C1=C(C(=O)C2=NCC=NC2=N1)C1=NCC=Nc2c(cc(C(=O)O)cc2)N1,3.996305182,1.3016,0.834409894,26,348.0970882,2,8,0,TRUE,0,0,0,0,0,0,3,0.75,0,0,1,0.25,0,0,0,0,0,0,4,
C1(=CCC2=C(C1)Cc1c3[nH]c(=N)sc3[nH]c1N=C2)F,4.729806985,3.23917,0.659981927,19,274.0688456,3,3,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
C1(=CC=CC(=C2N=CN=C(OC)C=C2)C1)Cl,4.150496636,2.9661,0.634532951,16,234.0559907,0,3,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
C12=C(CC=CC2)NC2=C(C1)C=CC1=C(C3=CC=C(O)CC3)C=CCC1=C2O,4.295727715,5.6384,0.532478415,27,357.172879,3,3,1,TRUE,0,0,0,0,0,0,4,0.8,1,0.2,0,0,0,0,0,0,0,0,5,
C(=N)(N)[C@@H]([C@H]1C[C@H]2C(=CCC=C2O1)F)c1cc2CCCc2cc1,4.502033327,3.74097,0.659576741,23,312.1637915,2,2,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
c1(cnc(C2=c3c(cc(=CCC(=O)O)cc3)[C@@H](C=C2)O)cc1)C(=O)O,3.890224197,0.8372,0.762902461,25,337.0950226,3,4,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
[C@H]1([C@H]2CC3=C(C2)SC(=O)[C@H]3COC)NC(=C2C=CCC=C2)NC1,5.210157855,2.4756,0.832497919,23,330.1401989,2,5,0,TRUE,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
C1(=CN)C(=C=O)C(=CN[C@@H]2CCC[C@@H](C)[C@@H]2O)C[C@@H]1C1=C(C)C[C@H](N1)OC,5.525868924,1.8697,0.5619909,27,373.2365419,4,6,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
[C@H]1(C=CC=C(F)C=C1)C(=c1cnc2=N[C@H](C=Nc2c1)CC)O,5.129328611,2.4575,0.911305749,22,297.1277404,1,4,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
N1=C(C=N)C(=CC2=CC(=C(O[C@H]12)F)CCCCC)C=Cc1c(cccc1)O,4.271464797,5.48007,0.495564714,27,366.1743562,2,4,1,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C1N2C3=C(C=C4NNC(=C4N3)CCN)SC2=CCC1,4.331605537,0.9948,0.602782145,19,275.1204665,4,6,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
c1cc(cc(OC)c1O)N(O)CCO,2.540383015,0.5887,0.61876087,14,199.0844579,3,5,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
[C@H]1(c2c(N=Cc3cc(c(cc13)O)C(=O)N)cccc2)O,3.23064991,1.6368,0.733106937,20,268.0847922,3,4,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
[C@H]12C[C@@H](CC1=CNC=C2)C1=C(C(=O)C2=C(N3C(=C(CCC3)O)N2)C1)O,5.001505666,2.436,0.587164558,25,339.1582915,4,6,0,TRUE,0,0,0,0,2,0.4,3,0.6,0,0,0,0,0,0,0,0,0,0,5,
[C@H]12C(=CCC=N1)CNC(=C=C2)N,5.561234962,0.3143,0.396714157,12,161.0952974,2,3,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
C1=CN=C[C@H](C=C1)C(=O)N,4.251141668,0.2422,0.551265972,10,136.0636629,1,2,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,
c12c(nc3c(n1)[C@H](CCC3)C)cccc2,2.737879197,3.0696,0.649792813,15,198.1156984,0,2,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C1[C@H]([C@H]2CC(=NC2=N)N=C2CCCC2)NN[C@@H]1C(=O)C,5.02859886,1.22117,0.707539201,20,275.1746103,3,5,0,TRUE,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,
c1c2nc3[nH]c4c(c3cc2ncc1OC)N(c1cc(Cl)ccc1C4)O,3.071070467,4.2046,0.536623315,25,352.0727033,2,5,0,TRUE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
[C@H]12[C@H](NCC2)C[C@H](C)[C@@H](c2ccccc2)CN1,3.700392126,2.1301,0.77208148,17,230.1782987,2,2,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
[nH]1c(OC)cc([C@@H]2[C@@H](NC(=N)N(C2=N)C(=C)NCC2=CCC(=C(Cl)C2=S)C)Cl)cc1=O,5.222511705,3.12284,0.242263198,31,480.0902003,5,6,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
n1c2c3C4=NCC=CN4Nc3oc2c(O)c2[C@@H](O)[C@@H]3C(=NC(=N)N=C3)C=Cc12,5.631695094,1.58637,0.550559183,28,375.1079873,4,8,0,TRUE,0,0,0,0,2,0.333333333,3,0.5,1,0.166666667,0,0,0,0,0,0,0,0,6,
c12[nH]c3[C@H](N)C4=C(C=Cc3c2[C@H](C)C2=C(CC(=CC2)O)N1)C1=C(C4)CC=C([C@H]2NNCC2)C1,5.730733726,4.6437,0.356806438,33,441.2528606,6,5,1,TRUE,0,0,0,0,3,0.428571429,3,0.428571429,1,0.142857143,0,0,0,0,0,0,0,0,7,
[C@H]1(C2=CNN=C3CNC(=CNC)C3=C2)CCOC1=O,4.819443203,-0.017,0.608611285,19,260.1273258,3,6,0,TRUE,0,0,0,0,2,0.666666667,0,0,1,0.333333333,0,0,0,0,0,0,0,0,3,
C1=C2[C@H](C=CC=C2C[C@H](NCCCOC)[C@H]1C(=O)N)C,4.421512597,1.545,0.723393709,20,276.183778,2,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C1(=C(N)C=C[C@@H](C=C1)C(=O)O)c1cc(c(cn1)C)C,3.748917991,2.19504,0.850057594,19,256.1211778,2,3,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
C12=CC(=C3[C@H](C(=C(c4cccc(F)c4)NC3)F)C=C1[C@H]1CNc3nncc2c13)O,4.737738307,3.8316,0.690489403,29,390.1292176,3,5,0,TRUE,0,0,0,0,2,0.333333333,3,0.5,1,0.166666667,0,0,0,0,0,0,0,0,6,
C1(=C(C2=NCC=C(C(F)(F)[C@H]3C4=C(CCC4)NN3)C2)[C@@H](NC1)C)F,5.156656351,2.5225,0.693278984,24,338.1718313,3,4,0,TRUE,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
N12CC3=C(N=C2NC2=CC=C4C5=C(CC(=CC5)C(=O)O)O[C@H]4N12)CC=CC3,5.147866813,2.2789,0.69715668,27,362.1378904,2,6,0,TRUE,0,0,0,0,2,0.333333333,4,0.666666667,0,0,0,0,0,0,0,0,0,0,6,
C1(=CC=CCNC1=N)CC,3.831784202,1.45947,0.562132335,10,136.1000484,2,1,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,
N=C(c1cnc2N[C@@H](Cc2n1)C=CCc1ccccc1)N1c2c(cc(c(N)c2)O)CC1,3.901023698,3.28797,0.172045125,31,412.2011594,4,6,0,TRUE,0,0,0,0,2,0.4,3,0.6,0,0,0,0,0,0,0,0,0,0,5,
C1CCN2c3nc4c(ccc(O)c4)nc3S[C@H]12,3.544046884,2.3674,0.771825409,17,245.062283,1,5,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
N=C1NCCC1=CCCC,3.687358927,1.68347,0.598065406,10,138.1156984,2,1,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
N1(CNC2=C1CCCCCCC2)C,3.330679663,2.4348,0.615680429,13,180.1626486,1,2,0,TRUE,0,0,0,0,1,0.5,0,0,0,0,0,0,1,0.5,0,0,0,0,2,
c1cc(=O)c2CC=c3[nH]c4=CCC=Cc4c3-c2o1,3.995731827,1.1689,0.747237395,18,237.0789786,1,2,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
O(C1=NC(=N)c2c(nc3c(c(=O)n4CCCc4c3)n2)[C@H]1C1=CCCNN1)C,4.56902134,0.58697,0.68075892,27,365.1600228,3,8,0,TRUE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
C1[C@@H](CC(=NC=C=C2C=C=CC=CC(=C2)C)C1)N(O)O,5.452854494,3.3267,0.597499502,20,270.1368278,2,4,0,TRUE,0,0,0,0,1,0.5,0,0,0,0,1,0.5,0,0,0,0,0,0,2,
c12c(cccc2)[C@@H](C)C2=C(C(=C3CC=CC=C3)NN2)C1,3.951977406,3.4783,0.747733307,20,262.1469986,2,2,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
c12CN3[C@H]([C@H](C4=C3C=CCC=C4)C)c2c(=O)[nH]c2c1C=C[C@H](OC)C(=C2)C,5.166906529,4.0966,0.820167033,27,360.183778,1,3,0,TRUE,0,0,0,0,2,0.4,1,0.2,2,0.4,0,0,0,0,0,0,0,0,5,
n1ccc2c(cc3c(C[C@H]3C3=CCC=CC3)c2)c1C,3.637415751,4.45932,0.677929366,19,247.1360995,0,1,0,TRUE,0,0,1,0.25,0,0,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
NCNCCC1=C[C@@H](C2=CCC(=N)N(C2=C1)C(=O)c1cc(F)c(cc1)F)Cl,4.175581033,3.04157,0.408973901,27,392.1215453,3,4,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C1=C(Cc2cnc3cnccc3c2C1)NCC,3.286591505,2.2218,0.851252206,17,225.1265975,1,3,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C12=C(NCN2C=CCC)[C@@H]2N[N@]3[C@@H](CCCC3)C2=CC1,4.945135838,2.0558,0.753368379,20,272.2000968,2,4,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
n1(cnc2c(c3c(F)c4c(nc3[nH]2)CC(=CC4)O)c1=O)c1ccc(cc1F)C,3.45359216,3.38912,0.530238565,28,380.1084821,2,5,0,TRUE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
C1C[C@H]2[C@H](CC1)CC1=C3[C@H](C(=N)N(C[C@@H]4C=CCC=C4)C3)N[C@H]21,5.182024032,3.25867,0.76860232,23,309.2204979,2,2,0,TRUE,0,0,0,0,3,0.6,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
N1(F)[C@H]2[C@@H](C=CN=C2C[C@@H]1[C@H]1C(=C[C@@H]([C@@H]([C@@H]1F)C(=O)O)OC)OC)C(=O)O,5.539513994,1.1969,0.683551652,27,386.1289428,2,6,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
N1=C[C@H]([C@@H](F)[C@@H](C=C2C=N[C@H]3C(=C2)C=Cc2c4CN=C(C)[C@@H](C)c4cnc32)CF)C=CN1C1=CC=C[C@H](C=C1)C,6.345072197,7.1658,0.400021136,40,537.2704025,0,5,2,FALSE,0,0,0,0,0,0,5,0.833333333,1,0.166666667,0,0,0,0,0,0,0,0,6,
C1=c2c(=NCC1=C1C=CCC=C1)nccc2,3.887071552,1.308,0.630738872,16,208.1000484,0,2,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C1C(=C2C(=C3C(=N)NCN=C3C2)N1)c1cccc(c1)O,3.876875477,1.38577,0.619781973,20,266.1167611,4,4,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
c12ccc3N=c4[nH]c5c(cncc5C(F)F)c4=C=C[C@@H]([C@@H]4N=CCC=C4C=C1)c2c3,6.418130019,4.2809,0.653620704,30,398.134303,1,3,0,TRUE,0,0,0,0,1,0.166666667,3,0.5,1,0.166666667,0,0,1,0.166666667,0,0,0,0,6,
C1=CC=C[C@@H]2C=C(F)C=CC2=C1,4.194485072,3.0782,0.510502356,12,160.0688285,0,0,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
C1=C(C=C2C(=CCCC2)C1)c1nccc(c1)CC,3.084048808,4.4678,0.739293599,18,237.1517496,0,1,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C1=C(CC(=CN1)C(C)C)C(=O)C1CCCC1,3.204157706,3.1628,0.789624227,16,219.1623143,1,2,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
N1C2=C(C=C([C@H](F)CC2)F)C(=CCc2ccccc2)C1=N,4.02787823,3.97537,0.847384017,21,286.128155,2,1,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
C12=C(C[C@H](C(=O)O)C2)c2ccc(OC)cc2C1,3.101727345,2.4995,0.848653308,17,230.0942943,1,2,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c12C(=C(Cc1c1occ(c(=N)c1[nH]2)C[C@H]1CC[C@@H](CC(=O)O)[C@@H]1F)C(C)C)O,4.837848252,4.10307,0.61781046,28,388.1798355,4,4,0,TRUE,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
C(=O)(C1=CCC(=C[C@H]1N)F)NCNC(=O)S,4.407337772,0.2103,0.423456021,16,245.0634258,4,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
OC1=C[C@@H](Cl)C=C[C@@H]1c1cc(F)cc(C[C@@H](O)C)c1,4.227101831,3.4517,0.658400213,19,282.0822857,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C1=C=C(N=C2NNC3=C4C=C(C=N)CC=C4[C@H]1N23)[C@@H](C)C1=CCC=C([C@@H]1O)O,6.075209071,2.07367,0.295159483,28,375.1695249,5,7,0,TRUE,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
C1NC(=C(N1)CC1=CN2[C@H](C3=C(C4=C=CCC=C=C[C@@H]4C3)C2)N=C1)C(=O)O,6.091456073,1.946,0.670851511,27,360.1586259,3,5,0,TRUE,0,0,0,0,3,0.6,1,0.2,0,0,1,0.2,0,0,0,0,0,0,5,
N1(C(=O)NC2=C=C(C3=C(C#CC2=C1)C=CCC=N3)N)C,5.283974905,1.1525,0.508753807,20,264.101111,2,3,0,TRUE,0,0,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,3,
C1CCN=CC2=C1N=C(N1[C@H]3C(=N[C@H](C4=C[C@H](C)CC(=C4)OC)C3)C(=N)N1)C2,5.485044456,2.78317,0.774722498,28,378.2168095,2,6,0,TRUE,0,0,0,0,3,0.6,1,0.2,1,0.2,0,0,0,0,0,0,0,0,5,
C12=C([C@@H](OC(=O)C)CC1=C(CC2)NC(=C=O)N[C@H]1C=CC=CC=C1)[C@@H]1CCNC1,4.935224021,2.1788,0.474221197,29,393.2052417,3,6,0,TRUE,0,0,0,0,3,0.75,0,0,1,0.25,0,0,0,0,0,0,0,0,4,
C12=NN=C3[C@H](C)N=C(C=C3[C@H]1CC1=C2CCCO1)C1=C[C@H](CCC=C1C)F,5.304584766,4.6555,0.666748305,27,365.1903406,0,4,0,TRUE,0,0,0,0,1,0.2,3,0.6,1,0.2,0,0,0,0,0,0,0,0,5,
c1c(c(ccc1)[C@H](C1=NNC2=C(ON3C4=CCC=C(C4=NC4=C3[C@H]2N1C4)OC)F)F)O,5.109350938,2.8736,0.77531325,31,425.1299458,2,8,0,TRUE,0,0,0,0,1,0.166666667,5,0.833333333,0,0,0,0,0,0,0,0,0,0,6,
C1=C2C3=C(C(=C([C@@H](N=C3)C(=C=C3CC=CC=C3)C(F)F)C(F)F)N)N[C@@H]2C=CC1,5.577329998,4.2624,0.421795531,29,401.1515105,2,3,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
c1c2OC3=C(Cc2c(F)cc1[C@H]1C(=O)NC(=N)N=C1)NN=C1[C@H]3C=NC2=C1CN(CC2)C,5.197324784,1.44057,0.621762111,32,433.1662511,3,7,0,TRUE,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,6,
C(C1=CC=C2C=C[C@H](N)C=C2C1)[C@H]1SC(=O)CC1,5.090766749,2.8787,0.828914618,18,259.1030852,1,3,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
N1CCC2=C1CN[C@@H]2C1=NC2=C3[C@@H](NC(=N)[C@H]3C1=N)c1c(C=N2)c(ccc1)OC,5.214122712,1.27064,0.52518025,29,387.1807583,5,7,0,TRUE,0,0,0,0,3,0.5,2,0.333333333,1,0.166666667,0,0,0,0,0,0,0,0,6,
c1(ccc(C2CCCC2)cc1)O,1.651039583,3.0498,0.672509023,12,162.1044651,1,1,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c12OCc3c4[C@@H]5CCC(=C5Cc4[nH]c3NC(=O)c2cccc1)C,3.853689227,3.9094,0.725066666,23,306.1368278,2,2,0,TRUE,0,0,0,0,3,0.6,1,0.2,0,0,1,0.2,0,0,0,0,0,0,5,
N1(NC(=N)[C@@H]2C3=CC=CC(=C[C@@H]3CC2=C1)C(=O)O)c1ccccc1,4.401489658,3.01567,0.78299325,24,319.1320768,3,3,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C1=C(C=O)C(=C2C(=C(Cl)[C@H](C)C[C@H]2O)F)C=CC=C1,4.498014764,3.3549,0.74802903,19,280.0666356,1,2,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
c1c2c(C3=CC=NC(=C=C4C(=N)CC(=CC4)C(=O)O)[C@@H]3C2)ccc1C,4.464535022,3.86889,0.767200936,25,330.1368278,2,3,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
N1(CCN2C(=C1)C=c1c(=C2)[nH]c2NC[C@@H](F)c12)O,5.145252816,-0.1689,0.596564206,18,248.1073393,3,4,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C1=CC=C2[C@H](CC3=C2NN[C@H]3OC2=CCC=CC=C2)C=C1,5.065749973,3.1633,0.81374909,21,278.1419132,2,3,0,TRUE,0,0,0,0,2,0.5,0,0,2,0.5,0,0,0,0,0,0,0,0,4,
O=C1CC=C2[C@@H](CC3=CCC=C(F)[C@H]23)C=C1[C@@H]1C=CNC=C1,5.164560719,3.8784,0.743851154,22,295.1372424,1,2,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
[C@H]1([C@H]2C(=S)N=C3C(=C4N[C@H]5[C@H](CCCO5)N4N3)CC2=CC=C1)C(=O)O,5.282809704,1.0693,0.604612354,25,358.1099614,3,6,0,TRUE,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
c12[nH]c3C(=N)[C@@H]4CCCC4=Cc3c2cccc1,3.50384596,3.73287,0.68149508,17,222.1156984,2,1,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C1=C[C@@H](c2nc3=CNC(=N)NC4=C=c3c(CC=C(C)N4)n2)C=CC=C1,5.52464526,0.37827,0.598092797,25,330.1592946,4,4,0,TRUE,0,0,0,0,0,0,1,0.25,1,0.25,2,0.5,0,0,0,0,0,0,4,
[C@H]1(C=CC(=C2N=C(C(=O)NC2=N)C)C=C1)C,3.996705818,1.57057,0.632542948,16,215.105862,2,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c1cc2c(-c3c(cc4OC=C5C=CC(=C[C@@H]5c4c3)O)OCC2)cc1,3.700134575,4.6601,0.768008788,24,316.1099444,1,3,0,TRUE,0,0,0,0,0,0,4,0.8,1,0.2,0,0,0,0,0,0,0,0,5,
n1c(c2ccc(O)cc2)nc2c(ccnc2NC2=NC(=C3CC=CC=C3)C=N[C@H]2F)c1,4.104267468,4.358,0.610042902,31,412.1447874,2,7,0,TRUE,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5,
FC1=CC=CC(=N[C@@H]2C(=O)N=C3C(=C2)OCC3)C1,4.737100154,1.8947,0.70907156,18,246.0804558,0,3,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C(c1cccc(c1)C1=NC(=N)C2=C(NC(=NN2)[C@H]2C=CCC=C2CF)C1)NN,4.558671299,2.00987,0.306120084,28,379.1920719,5,6,0,TRUE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,
c1c([C@@H]2C3=C(C[C@@H](C3)C(=O)OC)CCC2)cccc1,3.304264107,3.8337,0.593455142,19,256.1463299,0,2,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
N12CCCCC[C@H]1Cc1c2cc2=C=CC(=CCC=c2c1O)F,4.43890239,2.6705,0.795655827,22,297.1528925,1,2,0,TRUE,0,0,0,0,1,0.25,1,0.25,1,0.25,1,0.25,0,0,0,0,0,0,4,
C1C=CC2=C(CC(=C3[C@H](Cl)C[N@]4[C@H](C[C@H](C(=O)NC)C4)C3)N2)C=N1,5.073258344,1.5761,0.708676973,24,346.156039,2,4,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
O=C(O)[C@H](C)COc1c(F)cccc1,2.249137908,1.9252,0.803517449,14,198.0692224,1,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1(=C(C)[C@@H](C2Cc3c(C2)cccc3)C[C@@H]1C(=O)NCC)O,3.58604541,3.0056,0.896632501,21,285.172879,2,2,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c12c(cccc1)c1cc3-c4c(-c3nc1nc2)c(ccc4)OC,2.310757203,4.439,0.426802827,22,284.094963,0,3,0,TRUE,0,0,1,0.2,0,0,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
C1(=CCc2c(C1)c(F)c([C@H]1C=CNC=C1O)c(c2)O)O,4.54932546,2.6717,0.635574187,20,275.0957715,4,4,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C1=C(N)C=C2N=CNC(=C[C@@H]2C1)NC,4.826063272,0.4251,0.561451242,14,190.1218464,3,4,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
CC1=N[C@](C)(c2cc(cnc2[C@H]1C)C(=O)[C@H]1NN[C@@H](C(F)(C(F)F)F)C1)O,5.158367122,2.1428,0.543589794,27,388.1522388,3,6,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1=C2C(=C=CC(=NCN2)C)C(=C([C@@H]1C(=O)O)CC)O,4.95148308,1.9099,0.662307754,19,260.1160924,3,4,0,TRUE,0,0,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,2,
C(O)[C@@H]1C2=C(C=CC1=C1CC=CCC=C1)ON=C1C2=CC=C(O)[C@@H]1F,5.261865281,3.7278,0.715746035,25,339.1270717,2,4,0,TRUE,0,0,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,4,
